,,Day,Start Time,End Time,Camp,Neighbourhood,Event Name,Description of Event,,Workshop / Class,Food / Drink,Performance / Show,Wellness / Yoga,Music / Dance,Game / Activity,19+
O0451,L0436,Saturday,23:45,01:15,Rule zERO, SPARK,Grilled cheese and sausage hole shenanigans,Grilled cheese and sausage hole shenanigans: Come on down and grab a grilled cheese or try your luck at the sausage hole. We are proud to serve the moistest sausages at Otherworld.,Saturday 23:45 - 01:15,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0128,L0126,Saturday,23:55,01:25,Chai trance,MOOP,Community Fire Jam,"Community Fire Jam: Bring your own props - come spin with us, fuel and safeties provided!",Saturday 23:55 - 01:25,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
,,Sunday,,,,,,,,,,,,,,
,L0570,Sunday,00:00,00:00,The Empress,DOACRACY,Herbal Reflections,"An interactive herbal installation for self-guided plant meditation. Herbal inctures with plant cards and QR codes invite visitors to choose, taste, and tune inward to learn from each plant through reflection, writing, or drawing, shared or kept.",Sunday  00:00 - 00:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0562,L0545,Sunday,00:00,01:00,The Cottage,DOACRACY,Astro Child DJ Set,"Dancey, bassey, fun and wonky tunes! Come boogie <3",Sunday 00:00 - 01:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0081,L0079,Sunday,00:00,02:00,Camp UMAMI,SIDEQUEST,Dommy U-MAMI’s Nood Takeover,Come for fresh noods in a creamy vegan mushroom miso broth. BYO vessel and fork/chopsticks. Our resident dommy U-MAMI crew will be present to add some optional spice to your ramen experience. 19+!,Sunday 00:00 - 02:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
O0124,L0122,Sunday,00:00,02:00,Cathartic Cantina, SPARK,Burn Night Dim Sum Party,"Eat, Dance and Drink after a great burn with at Cathartic Cantina. Small bites that are soul releasing, with drinks, DJs and interactive art.",Sunday 00:00 - 02:00,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
,L0229,Sunday,00:00,02:00,Graveyard Camp,YES.. AND?,Warm Yr Bones,Bone broth in the Graveyard,Sunday 00:00 - 02:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0404,L0391,Sunday,00:00,02:00,OTHER Red Tent,COLLECTION,Sacred Feminine Lounge,"Space to connect with the sacred feminine- in-all-creation. *Please note: The lounge is open to all women (cis & trans), non-binary & gender fluid folks. Men (cis & trans) are welcome on Sunday.",Sunday 00:00 - 02:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Sunday,00:00,02:00,Tune Camp,BLACK ROCK,Open jam,come jam and collaborate with other musicians,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
O0651,L0630,Sunday,00:00,03:00,The Summoning,,The Summoning,"Assistance requested in locating a pair-a-normal cases. Eyes peeled, ears bleeting. Deliver during business hours to avoid in-scur-ing penalties. Definitely not haunted. 100% success rate. (Some items still in the process of being returned.)",Sunday 00:00 - 03:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0563,L0546,Sunday,01:00,02:00,The Cottage,DOACRACY,Red Dragon,"DJ/Producer and self-proclaimed purveyor of party. Expect a groovy, slippery sound that blends bouncy basslines with modern-day tech house madness",Sunday 01:00 - 02:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
,,Sunday,02:22,04:44,Reframing , SPARK,Reframing Art Project,"The Reframing Art Project invites you to revisit your younger self, star gaze & offer healing word hugs to your inner little one (Open 9am-2am - come by anytime)",Sunday 02:22 - 04:44,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
,,Sunday,03:00,05:00,Badgers Hideout,KINDLE,Eat Miso,Can’t remember when you last ate? Feel kinda icky but also like you couldn’t possibly stomach anything right now? We have the solution.,Sunday 03:00 - 05:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0618,L0600,Sunday,03:30,05:00,The Occult Library,YES...AND?,Brother Bedtime & Sister Slumber,Get cozy with a blanket and some herbal tea - let us read you stories as you come down and get sleepy.,Sunday 03:30 - 05:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0459,L0444,Sunday,03:33,05:03,Salon Saloon,SMOLDER,Salon Saloon,After Hours: Feeling lucky? You might just stumble upon a top shelf haircut and a camp fire circle for the ages.,Sunday 03:33 - 05:03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Sunday,4:00,5:00,Soul Shower,DOACRACY,Metta Meditation (Loving Kindness),"A soft yet powerful Metta practice to soften the heart, release tension, and reconnect with warmth within. A quiet space to breathe, feel, and send kindness to yourself and others.",,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
O0318,L0307,Sunday,05:00,10:32,Magical Mystery (Bus) Cruise,SCORCH,Timeshare Presentation,Are you ready for the opportunity of a lifetime? Experience what Magical Mystery Cruise vacation ownership can offer you. Take a seat in the Salty Seal Lounge presentation will be starting soon. The longer you stay the more vacation points you earn!,Sunday 05:00 - 10:32,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0619,L0601,Sunday,05:11,05:21,The Occult Library,YES...AND?,Liber Resh Sunrise,Thelemites unite! Gather at the Occult Library for a performance of the ritual Liber Resh. Adore the sun as it rises.,Sunday 05:11 - 05:21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
O0255,L0246,Sunday,05:55,11:50,Reframing, SPARK,Inner Child Post Box Re-Birth through the birth canal,"Arrive at Reframing and transform as you enter the secret door, travel back through the birth canal and re- birth yourself through the vulva and into the Inner Child Post Box then write your inner child a post card. (Open 9am-2am - come by anytime)",Sunday 05:55 - 11:50,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,L0081,Sunday,09:00,00:00,Camp Wet Landing,EVAPORATION,Scramble of Scandal,"Scramble of Scandal: Climb the dicks, find the clit - if you can. Touch it just right and the whole thing lights up! Burner hours- if lights are on, come climb! (19+ or with supervision to climb the wall, please)",Sunday 09:00 - 00:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
,,Sunday,09:00,11:30,Curiouser & Curiouser Café,CONDENSATION,Espresso Bar & Home-baked Cookies,Espresso Bar & Home-baked Cookies: Come celebrate your very merry unbirthday with a flat white and a cookie,Sunday 09:00 - 11:30,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Sunday,09:00,09:00,Recovery House,EVAPORATION,Conversation Ball Pit,"Conversation Ball Pit: Pick a stranger, jump in the ball pit, pick up a ball & read the question, discover the answers to life, the universe and everything. And make a friend :)",Sunday 09:00 - 09:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Sunday,09:00,11:00,Welcome to Arcadia,,Wizards of the Roast,Partake in the most magical of potions: Coffee! Espresso and non-dairy milks to restore your HP.,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Sunday,09:50,09:55,Flower Bower,EVAPORATION,Radio Taiso,Radio Taiso: A brief instructor- led exercise routine that has been practiced in Japan for nearly 100 years. It literally lasts for three minutes so don’t be late! Disclaimer: you’ll barely be damp at the end.,Sunday 09:50 - 09:55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Sunday,10:00,11:00,Camp Who Says Ni,YES.. AND?,"Mmm, Gruel...","Mmm, Gruel...: We love the smell of oatmeal— err... GRUEL in the morning!",Sunday 10:00 - 11:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Sunday,10:00,20:00,Camp Who Says Ni,YES.. AND?,Monarch of the Moment,"Monarch of the Moment: Be crowned king/queen *ad tempus*, have your portrait drawn, and enact new laws in the kingdom! (Subject to beheading, dethroning, or uprising by other means)",Sunday 10:00 - 20:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Sunday,10:00,20:00,Camp Who Says Ni,YES.. AND?,Knighting Ceremony,Knighting Ceremony: Our most cherished and beloved vessel hath been lost! Become a Knight Who Says Ni and hunt for our most Holy Chalice!,Sunday 10:00 - 20:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0154,L0152,Sunday,10:00,14:00,Disco Loco,CONDENSATION,Sunday opening,Sunday opening: Disco Loco opens!,Sunday 10:00 - 14:00,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
O0177,L0173,Sunday,10:00,12:00,Electric Circus,MIDDLE EARTH,Balearic Brunch,"Balearic Brunch: Low Tide Recovery Club: Join Andfriends drifting through yacht-rock-esque Balearic disco, synthy piano chords, coastal slow-burn grooves, sunrise soul and slow-motion Sunday recovery energy.",Sunday 10:00 - 12:00,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
,,Sunday,10:00,18:00,Fairytale BookHub Café & Trash Fence Kid’s Play Area,COLLECTION,The Free Bookstore is Open! with Kid’s Area,"The Free Bookstore is Open! with Kid’s Area: All genres of books to browse and take home, cozy nature crafting corner, shaded kids play area, self serve herbal tea, kids dressups and DIY facepainting.",Sunday 10:00 - 18:00,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Sunday,10:00,12:00,Fairytale BookHub Café & Trash Fence Kid’s Play Area,COLLECTION,Deep Fried D-Holes,"Deep Fried D-Holes: Waking up is better with a hot D. Hole! Come by for fresh made deep fried donut holes coated with cinnamon & sugar. Please enjoy our shady Café, & kiddos Trash Fence play area.",Sunday 10:00 - 12:00,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Sunday,10:00,11:00,Fluoropong,MOOP,Fluoropong table tennis lessons,Fluoropong table tennis lessons: Come learn to play table tennis,Sunday 10:00 - 11:00,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0224,L0220,Sunday,10:00,12:00,Flying Pancakes,CONDENSATION,Spaghetti western-cakes!,Spaghetti western-cakes!: Served 10- 12 or until the batter’s gone,Sunday 10:00 - 12:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0244,L0237,Sunday,10:00,13:00,Healing Kiss,BROOD,Healing Sessions,"1-on-1 healing sessions, including massage, reiki, sound healing, breathwork, and other modalities.",Sunday 10:00 - 13:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
O0340,L0328,Sunday,10:00,11:00,Moistly Helpful Help Desk,TINKER,Help with Feelings,Help with Feelings: Ambushed by some feelings that are interfering with your plans? Get help with feelings at the Moistly Helpful Help Desk from someone with no qualifications whatsoever.,Sunday 10:00 - 11:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0436,L0423,Sunday,10:00,11:00,Recovery House,EVAPORATION,Easy Sunday Yoga,Easy Sunday Yoga: A gentle yin yoga to ground ourselves and move in community. Stay for coffee after!,Sunday 10:00 - 11:00,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
O0647,L0627,Sunday,10:00,22:00,Cinder-Fellas and the Playa Princesses,ROAMING,Cinder-Fellas and the Playa Princesses,"Cinder-Fellas and the Playa Princesses: We saw some Disney Princes and Princesses experiencing their first Otherworld! If you find them, stop to say hello, sing a song, dance, get your face painted, become a royal, play a game, or take a portrait! Help them learn about OW! ALL AGES!",Sunday 10:00 - 22:00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
O0308,L0298,Sunday,10:30,12:00,Little Big,SMOLDER,Most Restorative Womb yoga EVER,Most Restorative Womb yoga EVER: Come restore your body back to your fluid fetus self. Let your nervous system be held in our amniotic space. Gentle movement to gestate yourself back to feeling newer than when you were first born! Bring a yoga mat and a placenta if you have one.,Sunday 10:30 - 12:00,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
,,Sunday,10:30,11:00,Welcome to Arcadia,YES...AND?,Intro to Rope with Danger Mouse!,"Come learn safety and foundational ties like a single column tie and basic chest harness, variants for diverse bodies. No previous experience needed. Some rope available, or bring your own. Bring a buddy, meet a buddy, or tie yourself in knots!",,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,L0435,Sunday,10:30,12:30,Rub-a-Dub-Dub A Song and a Scrub Crew,,Rub-a-Dub-Dub A Song and a Scrub,Rub-a-Dub-Dub A Song and a Scrub: Shower Line Up Karaoke and Entertainment,Sunday 10:30 - 12:30,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0534,L0518,Sunday,10:30,12:30,Taconoods,TINKER,Taconoods Moist Leftovers Brunch,Taconoods Moist Leftovers Brunch: DIY ramen buffet with our leftovers - BYO bowl - until supplies last!,Sunday 10:30 - 12:30,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0029,L0027,Sunday,11:00,10:00,Badgers Hideout,KINDLE WOODS,Badger Cinema,Badger Cinema: Movie Night! Badger Style! Popcorn included...or is it?,Sunday 11:00 - 10:00,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
,,Sunday,11:00,12:00,True Love Camp,,Intuitive Chakra Toning Meditation,"Come connect deeper to your inner temple through a guided and intuitive chakra toning workshop, with a relaxing meditation and collective Reiki treatment designed to restore balance, leaving you feeling grounded and renewed. Guided by Renee Christine",,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
,,Sunday,11:00,11:00,Traveling Fairway Division of Sloplandia,,Bucket Golf or Bust,"See a guy in tie dye caddy coveralls? Congratulations, you’ve found wandering bucket golf. Attempt athletic greatness with deeply inadequate equipment in the least prestigious tournament in modern history.",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0101,L0099,Sunday,11:00,12:00,Camp Who Says Ni,YES.. AND?,Marionettes!,"Marionettes!: Make a puppet, obviously...",Sunday 11:00 - 12:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Sunday,11:00,14:00,Bass House Brunch Bunch,,Serving breakfast sandwiches with a side of BASSY BEATS,Swizzle it all down into your tum tum with a North Island Mimosa. Yum yum!,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
O0126,L0124,Sunday,11:00,12:00,Chai trance,MOOP,Vocal soundbath,A vocal sound bath that is a journey into the mystery as well as a Soundhealing journey with my looping pedal and vocal effects mic’s. Sink into your spirit & integrate your journey this far and those to come. Sacred sound,Sunday 11:00 - 12:00,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
O0155,L0153,Sunday,11:00,12:00,Disco Loco,CONDENSATION,Disco Loco Massage Train,Let’s break the record for the world’s longest massage train!,Sunday 11:00 - 12:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
O0204,L0200,Sunday,11:00,12:00,Fantasia,DOACRACY,Upside down and all around,Handstands and hoola hooping! All welcome let’s get dizzy!!,Sunday 11:00 - 12:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Sunday,11:00,15:00,Level Up+,CONDENSATION,Trial of Errors,Drop in for a quick game of Deathtrap D&D in an Otherworldian Dungeon,Sunday 11:00 - 15:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0341,L0329,Sunday,11:00,12:00,Moistly Helpful Help Desk,TINKER,Real Estate Help,Wonder what’s going on with housing prices? Wondering when to sell or buy? Wondering how renovations impact your home’s value? Get answers and advice anonymously at the Moistly Helpful Help Desk from a Victoria area expert.,Sunday 11:00 - 12:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0362,L0350,Sunday,11:00,12:15,Mystic Redneck,PRECIPITATION,"Boots Off, Roots Down Yoga","Easy does it now with this closing day practice. Let go of any residual butthole clenching in this nice n’ easy yoga class (beginner friendly). Here you can shake off the dust, surrender the characters, and drop yer roots deep into the good earth.",Sunday 11:00 - 12:15,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
O0384,L0372,Sunday,11:00,13:00,Neon Valhalla,EVAPORATION,Thor’s Remedy,The legend returns! Raid your hangover and moisten your lips with a Viking Caesar garnished with even more spicy spoils and pickled plunder! Mock and vegan on request.,Sunday 11:00 - 13:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0411,L0398,Sunday,11:00,01:00,Phantasmagoria,ASHLAND,Phantasmagoria!,Oscillation Duration!,Sunday 11:00 - 01:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0417,L0404,Sunday,11:00,15:00,Pogs 4 Applause,DOACRACY,Sunday Morning Cartoons,Relive your childhood with a marathon of 90s Sunday morning favorites. We’ll have coffee and snacks on hand to help you recharge.,Sunday 11:00 - 15:00,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
,,Sunday,19:00,20:00,Camp Who Says Ni,YES.. AND?,Soup Stockade,Hot soup from a cauldron to warm your weary soul,Sunday 19:00 - 20:00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0422,L0409,Sunday,11:00,12:00,Portal Lounge,EVAPORATION,Music Hour for little Tots,Bring your littles on by to enjoy sing-alongs and explore musical treasures together! Best suited for ages 3 and under with caregivers,Sunday 11:00 - 12:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0474,L0459,Sunday,11:00,12:00,Steeped in Art,TINKER,Handstand Workshop w/ Shawn,Getting upside down for all levels. Inversion/Handstand workshop.,Sunday 11:00 - 12:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,L0472,Sunday,11:00,11:00,Sloplandia,SMOLDER,Cat Lenny in Space,"Meet Cat Lenny: cosmic traveller, dimensional beast, certified good boy. Climb aboard and transcend this earthly plane. Capture photographic evidence as you ride eternally through space and time.",Sunday 11:00 - 11:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,L0474,Sunday,11:00,11:00,Sloplandia,SMOLDER,Cornhole,I am the great Cornholio. I need beanbags for my bunghole.,Sunday 11:00 - 11:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0523,L0507,Sunday,11:00,13:00,Sound Habitat,EVAPORATION,Rave Church,Celebrate the power of the rave with DUKE & the Sound Habitat All-stars,Sunday 11:00 - 13:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
,L0526,Sunday,11:00,13:00,The Brunch Bunch Camp,CONDENSATION,Brunch Bunch Bass Boogie Bash,The brunch bunch are returning with more tasty beats and delicious eats. We’ll be serving the scrumptious sounds of the Hardy Boys with a delectable brunch and mimosas to start your day off right. Saturday and Sunday!,Sunday 11:00 - 13:00,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
O0564,L0547,Sunday,11:00,12:00,The Cottage,DOACRACY,Power Pilates,"Wake up your glutes and fire up your glutes! This custom Cottage sesh will build strength and stability, Come wobbly, leave strong!",Sunday 11:00 - 12:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
O0613,L0595,Sunday,11:00,11:42,The Mollusk Nation,ASHLAND,Porridge Sundae Service,Reverend Corndog will preside over this sacred ceremony and fill our porridge holes in a sacred mass.,Sunday 11:00 - 11:42,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Sunday,11:30,14:00,Confession Concession,SMOLDER,Confession Concession,"Spin the Wheel of Penance! Confess your sins! Serving Grilled Cheeses, Bloody or Virgin Mary’s and punishment.",Sunday 11:30 - 14:00,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
O0050,L0048,Sunday,11:45,12:45,Boobs & Berries,EVAPORATION,Stay Moist,"Stretch, Sway & Slay: Start slow & sink into the vibe. Begin on the floor breathing, opening, & reconnecting, then rise into a playful retro dance party w/ 70s grooves, 90s bops, & early 2000s chaos. Moisturize your soul. Shake your assets. No experience required.",Sunday 11:45 - 12:45,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
O0020,L0018,Sunday,12:00,13:00,Babylon,SIDEQUEST,Anal Play,"Anal play can be deeply arousing and even mindblowing but it may also seem intimidating or unhygienic to many. Come explore anal play, from a non-scat play perspective, with a focus on all things health and safety related (19+).",Sunday 12:00 - 13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
,,Sunday,12:00,16:00,Bubbly Bar,BLACK ROCK,Mimosas @ Bubbly Bar,Spin a wheel. Earn a mimosa. Win a prize!? Praise Gary.,Sunday 12:00 - 16:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0067,L0065,Sunday,12:00,13:00,Camp Otherbo’r’d,BLACK ROCK,Adopt-a-Board,"They are SO cute! Come pick out your new best board friend! Watch out, they bite! Certified registered experienced board adoption facilitators present.",Sunday 12:00 - 13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0102,L0100,Sunday,12:00,13:00,Camp Who Says Ni,YES.. AND?,Maypole Ceremony,Dance and intertwine!,Sunday 12:00 - 13:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0117,L0115,Sunday,12:00,13:30,Campocalypse,SPARK,Campocalypse Yoga,"Normal hatha yoga session, but make it weird! Clothing optional! Bring your own mat/tarp!",Sunday 12:00 - 13:30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
O0118,L0116,Sunday,12:00,14:00,Campocalypse,SPARK,Less Full Liquor Bar!,Come on by and drink what we have left... If we haven’t been raided,Sunday 12:00 - 14:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0195,L0191,Sunday,12:00,14:00,Fairytale BookHub Café & Trash Fence Kid’s Play Area,COLLECTION,Beginner Crochet Frog workshop,Learn to make a simple crocheted Froggy fidgit/accessory (or bring your own WIP) and sip herbal teas with us!,Sunday 12:00 - 14:00,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0276,L0267,Sunday,12:00,13:00,Ironic Spin,SANDSTORM,Ambient Waffles with Echo Pilot,Coax your earballs to waking with ACTUAL WAFFLES being served and & Echopilot (live set),Sunday 12:00 - 13:00,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
O0289,L0280,Sunday,12:00,13:00,Jellyfish Longue,BROOD,Jerk Church,"Come repent for your weekend of sinful behaviour. There’ll be rowdy singin’, drinkin’ and carryon’ on. Bring your voices, your instruments and some sacramental booze to share. Hallelujah!",Sunday 12:00 - 13:00,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Sunday,12:00,17:00,Magical Mystery (Bus) Cruise,SCORCH,Go Overboard!,Hold on to your all-inclusive-cruise-package and plunge overboard into another icy dimension with the Magical Mystery Cruise as we set sail for the (Ant) arctic. Lifeguards on duty 12:00 - 5:00pm daily.,Sunday 12:00 - 17:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Sunday,12:00,02:00,Living Womb Rebirthing Lounge @ Motherworld,CONDENSATION,"Gestate, Lounge and Rebirth","Immerse yourself in a uterine universe. Embibe amniotic pink drinks, strap on your umbilical cord, rejuvenate. Choose your rebirth style off our menu and be reborn via our glorious vagina slide! And so much more!",Sunday 12:00 - 02:00,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
O0432,L0419,Sunday,12:00,13:00,Recovery House,EVAPORATION,Recovery Dharma meeting at Recovery House,Recovery Dharma meeting at Recovery House. All welcome.,Sunday 12:00 - 13:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Sunday,12:00,13:15,Vic Drip,ASHLAND,Sonic Surrender - Yin with sound,Melt into a nourishing yin practice with Sister Chinook accompanied by immersive ambient and downtempo frequencies by Mood Beach on Vic Drip’s HiFi sound system,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,L0469,Sunday,12:00,17:00,Sky Hummingbird Curios & Com- pliments Bar,SMOLDER,"Bar, Compliments and Curios","Serving up drinks and kind words, while you peruse the shop of curious wonders. Plinko pays your bill!",Sunday 12:00 - 17:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,L0477,Sunday,12:00,18:00,Slut Camp,SIDEQUEST,Everyone’s Got a Butt,Get elbows deep and fist around at our S-L- U-T friendship anal bead bracelet making station.,Sunday 12:00 - 18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,L0479,Sunday,12:00,18:00,Slut Camp,SIDEQUEST,Fun Bags,Love boobs? Come flap some fun bags around with our delightful boobie themed cornhole game!,Sunday 12:00 - 18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,L0480,Sunday,12:00,18:00,Slut Camp,SIDEQUEST,Pin the Dildo on the Dyke,Strap up and strap on! Come play a fun take on a classic game (pin the tail on the donkey)! Frid,Sunday 12:00 - 18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,L0481,Sunday,12:00,18:00,Slut Camp,SIDEQUEST,Free Foot Pics,"Come take a look at our big and beautiful foot, but be careful, no free foot pics! Make sure to bring an offering to Big Dawg if you want to capture it.",Sunday 12:00 - 18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,L0482,Sunday,12:00,18:00,Slut Camp,SIDEQUEST,Slut Altar,Come revere the slut within and leave a slutty confession,Sunday 12:00 - 18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,L0486,Sunday,12:00,18:00,Slut Camp,SIDEQUEST,Freak-Flag Raising Ceremony,Daily raising of our perverted flags to honour the sluts. Come pay your respects. Featuring our rage box - a designated place to write and store your rage.,Sunday 12:00 - 18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Sunday,12:00,12:00,Yarnia,TINKER,24hr community knitting and crochet circle,Supplies provided. Work on own project or join Knitters vs Crocheters in longest scarf comp!,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0565,L0548,Sunday,12:00,13:00,The Cottage,DOACRACY,Camp Dad’s Yacht Rock Top 40,"Cast off your landlocked blues and drift into easy listening. Your nostalgia lifeline delivers smooth licks and silky choruses that glide like a freshly varnished hull. Grab your aloha shirt, oversized mug, and sail into the day with maximum chill.",Sunday 12:00 - 13:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0605,L0587,Sunday,12:00,13:00,The Low Bar,SCORCH,Grilled Cheese Sandwhich Lunch,"Join the Low Bar team Sunday 12–1 for a grilled cheese lunch. Hot, melty, and exactly what you need.",Sunday 12:00 - 13:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,L0588,Sunday,12:00,16:00,The Low Bar,SCORCH,Dim Sum Brunch,"The one and only Low Bar pours open daily from 12–4. Spin the wheel, grab a drink, and enjoy the antics of our legendary bartenders.",Sunday 12:00 - 16:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0082,L0080,Sunday,12:30,14:20,Camp UMAMI,SIDEQUEST,Dim Sum Brunch,"Nothing describes Sunday morning camping experience better than dim sum brunch with your friends at Cathartic Cantina. Come eat, drink and vibe until we run out.",Sunday 12:30 - 14:20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0085,L0083,Sunday,12:30,13:30,Camp Wet Landing,EVAPORATION,The Scandal-navian Spa Experience,"Have you ever been so pampered that you forgot about all your worries? This is entirely not that experience. Let us treat you to a reckless, perfectly ill-conceived spa treatment with scandalously bad, imitation, amateur spa “professionals”.",Sunday 12:30 - 13:30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
O0141,L0139,Sunday,12:30,14:00,Cozy Corner,SMOLDER,Colouring Time,Channel your inner child and grab a crayon.,Sunday 12:30 - 14:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
